,agreement,business,chicago,city,consultant,contract,contractor,date,department,may,mbe,must,name,order,required,section,services,shall,wbe,work,Contract Type
681,2,1,10,20,0,19,8,9,4,7,0,2,3,1,3,1,2,1,0,0,Commodities
682,0,1,10,8,0,8,1,8,2,0,0,0,2,8,1,1,5,0,0,2,Commodities
683,49,76,153,276,1,254,252,57,46,75,78,187,60,42,45,61,52,29,85,78,Commodities
684,48,92,110,309,4,235,205,61,53,67,45,194,62,34,43,65,46,35,46,46,Commodities
685,0,0,2,2,0,10,1,5,2,0,0,0,0,0,0,0,2,0,0,0,Commodities
686,213,18,90,312,0,73,284,52,55,72,0,132,25,26,48,48,119,26,0,24,Commodities
687,59,100,171,324,2,260,287,70,79,95,139,201,92,47,45,88,55,54,127,71,Commodities
688,42,53,77,212,3,170,151,33,31,55,73,88,37,24,31,36,48,89,62,32,Commodities
689,2,3,19,30,4,29,20,4,4,15,2,2,2,7,4,13,3,3,2,1,Commodities
690,2,0,5,1,0,4,1,4,4,0,0,0,1,5,0,0,2,0,0,2,Commodities
691,0,1,4,7,0,9,1,6,3,0,0,0,1,4,0,1,4,0,0,1,Commodities
692,0,0,2,3,0,8,1,5,2,0,0,0,0,0,0,0,2,0,0,0,Commodities
693,0,1,6,3,0,6,1,2,3,0,0,0,1,3,0,1,2,0,0,1,Commodities
694,19,32,60,339,0,301,467,35,61,136,3,198,15,57,57,47,75,52,3,83,Commodities
695,2,0,6,7,0,4,1,8,11,0,0,0,4,13,0,0,9,0,0,6,Commodities
696,2,1,21,26,0,22,9,8,12,5,0,15,6,18,1,1,11,0,0,4,Commodities
697,0,1,5,4,0,15,3,3,2,0,0,0,0,1,1,0,1,0,0,0,Commodities
698,3,1,16,35,0,37,38,4,5,10,1,8,1,1,4,2,12,1,1,1,Commodities
699,44,91,191,377,1,329,375,79,64,121,109,282,66,65,69,79,61,37,110,111,Commodities
700,0,1,15,41,0,62,63,10,6,13,0,6,2,9,7,12,5,5,0,3,Commodities
701,38,85,197,319,0,334,383,59,82,105,87,244,57,68,58,66,71,41,84,104,Commodities
702,2,0,2,2,0,4,1,3,3,1,0,0,1,4,0,0,2,0,0,2,Commodities
703,0,0,0,2,0,8,2,4,1,0,0,0,0,0,0,0,2,0,0,0,Commodities
704,53,48,89,251,2,220,202,59,46,78,137,182,67,35,27,70,14,46,137,75,Commodities
705,39,64,123,226,2,204,194,46,39,52,48,112,43,38,30,46,56,22,47,39,Commodities
706,0,0,0,2,0,7,2,5,1,0,0,0,1,0,0,0,2,0,0,0,Commodities
707,2,1,10,26,0,18,18,8,1,7,0,3,3,1,3,2,4,1,0,0,Commodities
708,14,3,23,70,0,58,96,7,7,29,1,47,2,10,13,11,18,3,1,18,Commodities
709,56,100,147,292,2,263,232,61,63,77,143,161,87,50,36,78,63,32,130,68,Commodities
710,71,81,125,311,3,296,284,62,47,89,49,194,61,49,51,77,49,44,47,59,Commodities
711,0,1,6,9,0,8,1,8,3,0,0,0,2,6,1,1,5,0,0,2,Commodities
712,2,1,7,26,0,18,9,8,2,6,0,1,3,1,3,2,7,1,0,0,Commodities
713,0,1,4,7,0,7,1,5,3,1,0,0,1,4,1,1,4,0,0,1,Commodities
714,5,10,53,131,0,52,58,38,27,22,11,67,15,17,19,4,27,5,12,14,Commodities
715,2,0,2,3,0,4,1,4,3,0,0,0,1,5,0,0,2,0,0,2,Commodities
716,30,72,133,245,3,248,202,36,29,67,54,150,50,29,32,44,34,30,56,42,Commodities
717,47,103,208,407,1,354,400,76,53,127,199,275,76,59,62,81,58,62,164,127,Commodities
718,53,93,111,291,4,229,160,56,40,57,51,124,66,37,34,62,46,24,49,41,Commodities
719,5,3,20,50,0,50,50,10,14,11,1,14,4,8,9,23,22,4,1,2,Commodities
720,56,142,273,570,4,571,528,108,165,241,277,381,84,74,100,69,117,94,269,183,Commodities
721,44,87,96,292,4,219,168,64,40,70,45,166,69,39,34,63,46,24,47,43,Commodities
722,2,0,3,1,0,4,1,4,3,0,0,0,1,5,0,0,3,0,0,2,Commodities
723,44,72,168,270,14,283,303,60,72,79,2,163,25,40,52,59,50,42,2,38,Commodities
724,0,1,4,6,0,27,5,5,1,0,0,0,0,2,0,0,1,0,0,0,Commodities
725,28,85,110,207,3,191,157,52,28,58,195,103,74,25,40,39,29,104,198,50,Commodities
726,5,0,5,9,0,9,2,18,10,1,0,9,2,7,12,1,18,0,0,7,Commodities
727,12,17,55,141,0,55,75,58,29,36,2,106,14,25,28,10,31,23,2,19,Commodities
728,47,116,178,533,3,484,541,93,104,207,249,365,74,61,108,62,113,92,247,166,Commodities
729,45,87,124,291,4,236,193,53,49,61,48,164,66,38,33,67,54,3,44,44,Commodities
730,39,25,89,215,1,170,137,47,36,42,11,123,45,25,13,49,12,18,8,28,Commodities
731,36,62,126,236,1,199,191,64,47,51,47,113,40,56,30,42,63,25,54,42,Commodities
732,0,2,1,2,0,6,1,3,1,0,0,0,1,0,0,0,1,0,0,0,Commodities
733,2,0,5,4,0,4,1,5,4,2,0,0,2,5,0,0,2,0,0,2,Commodities
734,3,0,7,5,0,4,1,4,5,0,0,0,0,10,0,0,5,0,0,4,Commodities
735,0,1,0,3,0,8,2,3,2,1,0,0,0,0,0,1,1,0,0,0,Commodities
736,2,0,4,1,0,4,1,4,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
737,50,65,139,306,2,297,267,66,67,84,110,176,77,43,29,78,49,42,106,68,Commodities
738,42,80,112,278,4,236,199,49,45,69,56,320,69,39,49,72,51,20,53,52,Commodities
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commodities
740,0,1,4,7,0,13,1,10,1,0,0,0,2,8,1,1,5,0,0,2,Commodities
741,13,3,23,66,0,59,93,7,8,28,1,44,2,10,14,10,17,3,1,18,Commodities
742,37,47,80,208,2,173,170,46,37,63,61,114,64,40,23,50,41,26,59,41,Commodities
743,3,1,8,24,0,20,16,6,3,5,0,0,3,2,2,3,3,1,0,0,Commodities
744,2,1,8,16,0,17,8,4,2,5,0,2,3,1,3,0,3,1,0,0,Commodities
745,2,0,13,5,0,4,1,12,12,0,0,0,4,17,0,0,11,0,0,6,Commodities
746,0,0,1,1,0,10,1,5,2,0,0,0,0,0,0,0,2,0,0,0,Commodities
747,0,0,8,3,0,13,2,6,1,0,0,0,1,0,0,0,2,0,0,0,Commodities
748,1,1,13,3,0,7,2,3,5,0,0,5,2,5,0,1,3,1,0,2,Commodities
749,2,0,4,5,0,4,1,5,5,0,0,0,2,6,0,0,4,0,0,3,Commodities
750,10,3,15,50,0,48,74,8,9,23,0,46,1,10,9,11,11,2,0,17,Commodities
751,0,1,3,6,0,8,1,6,4,1,0,0,1,5,1,1,4,0,0,1,Commodities
752,0,0,2,2,0,10,1,5,2,0,0,0,0,0,1,0,3,0,0,0,Commodities
753,2,0,2,1,0,4,1,4,4,0,0,0,1,5,0,0,2,0,0,2,Commodities
754,5,5,11,25,1,78,31,31,7,2,31,8,26,2,4,5,17,8,37,8,Commodities
755,36,87,114,209,3,226,218,63,40,61,200,77,55,32,47,41,27,190,194,50,Commodities
756,2,0,1,1,0,4,1,3,3,0,0,0,1,4,0,0,2,0,0,2,Commodities
757,46,76,165,301,1,317,350,70,105,102,124,223,62,46,66,66,151,69,117,135,Commodities
758,0,1,4,8,0,24,3,5,1,0,0,0,0,2,0,0,1,0,0,0,Commodities
759,0,1,3,13,0,5,1,4,2,1,0,7,1,0,0,1,1,0,0,0,Commodities
760,35,95,85,284,5,225,146,63,33,62,56,173,67,28,43,50,39,34,50,40,Commodities
761,2,0,2,2,0,4,1,4,3,0,0,0,1,5,0,0,3,0,0,2,Commodities
762,0,1,1,2,0,2,1,3,2,1,0,0,0,4,0,0,2,0,0,1,Commodities
763,103,178,176,609,5,540,561,119,106,259,102,369,89,79,129,88,124,229,114,163,Commodities
764,93,185,186,636,5,591,636,106,109,258,246,413,85,92,143,101,147,125,276,191,Commodities
765,37,71,226,418,3,319,372,80,74,128,54,339,61,64,68,65,53,22,44,100,Commodities
766,71,160,196,572,5,547,569,113,104,235,209,384,82,79,130,81,140,116,242,171,Commodities
767,0,1,10,13,0,11,1,5,5,0,0,0,2,6,1,0,6,0,0,2,Commodities
768,17,24,44,168,1,60,81,48,32,28,0,58,31,13,20,23,28,18,0,14,Commodities
769,27,51,82,213,3,199,157,42,36,50,59,108,49,20,35,32,37,84,54,28,Commodities
770,0,2,5,10,0,36,11,7,2,2,0,4,1,2,1,4,9,0,0,2,Commodities
771,46,103,161,364,2,290,253,102,54,103,117,491,97,43,46,88,53,25,119,61,Commodities
772,5,7,55,109,0,31,76,27,17,24,0,97,15,7,25,3,25,4,0,23,Commodities
773,0,1,2,3,0,4,1,2,0,0,0,0,0,1,1,1,1,0,0,0,Commodities
774,0,0,2,3,0,9,2,5,1,0,0,0,0,0,0,0,2,0,0,0,Commodities
775,4,9,43,94,0,27,52,33,15,19,0,53,13,12,16,2,22,4,0,9,Commodities
776,5,26,17,86,0,35,10,8,3,16,0,14,16,2,3,12,5,4,0,10,Commodities
777,55,94,107,238,2,193,214,38,40,69,197,102,52,34,48,52,43,117,196,67,Commodities
778,0,1,4,6,0,9,1,6,4,0,0,0,1,4,1,0,4,0,0,1,Commodities
779,0,0,0,3,0,8,1,5,3,0,0,0,0,0,0,0,1,0,0,0,Commodities
780,0,1,8,12,0,13,1,17,2,0,0,5,2,10,2,1,10,0,0,3,Commodities
781,1,1,14,11,0,15,1,7,5,2,0,1,1,5,0,0,3,2,0,2,Commodities
782,38,59,97,260,3,216,163,43,33,53,47,101,51,28,32,57,36,23,47,39,Commodities
783,2,0,1,3,0,4,1,4,3,0,0,0,1,5,0,0,3,0,0,2,Commodities
784,17,3,22,55,0,57,90,8,9,28,1,49,2,10,15,12,15,4,1,14,Commodities
785,8,18,18,55,1,16,2,18,9,9,0,16,25,8,2,10,10,2,0,5,Commodities
786,51,90,112,303,4,241,184,49,42,60,48,156,61,38,41,63,50,22,46,48,Commodities
787,2,0,3,1,0,4,1,4,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
788,4,15,48,125,0,43,63,53,17,26,5,63,10,15,22,3,20,6,5,9,Commodities
789,0,1,4,6,0,8,1,5,2,0,0,0,1,4,1,1,5,0,0,1,Commodities
790,19,48,65,210,1,127,117,47,36,33,1,76,34,38,25,47,36,6,1,29,Commodities
791,5,0,11,10,0,7,1,17,9,1,0,10,4,10,5,1,10,0,0,1,Commodities
792,5,1,11,12,0,13,9,6,2,7,0,1,3,1,3,1,1,1,0,0,Commodities
793,23,27,10,99,3,64,86,18,10,33,0,71,23,10,13,30,7,5,0,21,Commodities
794,83,180,151,638,3,592,730,106,123,242,98,357,79,83,153,136,121,145,104,152,Commodities
795,73,176,164,639,3,528,642,101,114,237,85,367,69,88,144,115,115,113,87,157,Commodities
796,2,0,5,2,0,4,1,5,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
797,12,3,27,65,0,58,91,9,9,29,1,43,5,10,13,11,17,3,1,18,Commodities
798,0,1,6,6,0,6,1,5,2,0,0,0,1,4,1,1,2,0,0,1,Commodities
799,2,0,5,2,0,4,1,4,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
800,92,228,272,995,2,759,866,130,145,343,308,510,79,130,222,133,232,221,315,258,Commodities
801,66,154,151,533,2,537,558,94,89,229,196,370,69,70,119,78,141,112,233,171,Commodities
802,42,62,106,242,3,234,205,41,48,62,179,135,67,39,24,75,49,28,143,59,Commodities
803,0,1,3,3,0,12,2,4,3,0,0,0,0,0,0,0,2,0,0,0,Commodities
804,2,0,12,7,0,6,1,11,6,0,0,7,1,7,2,0,6,18,0,2,Commodities
805,19,42,62,183,3,175,122,40,19,50,66,63,34,19,27,31,33,91,66,26,Commodities
806,0,1,4,4,0,3,1,5,2,0,0,0,0,4,0,0,2,0,0,1,Commodities
807,18,9,62,117,0,122,113,27,23,23,2,60,7,14,9,29,5,17,2,19,Commodities
808,0,1,7,10,0,9,1,10,2,0,0,1,2,6,1,1,6,0,0,2,Commodities
809,2,0,1,1,0,4,1,4,3,0,0,0,1,5,0,0,3,0,0,2,Commodities
810,65,96,156,536,3,551,590,100,104,241,218,386,76,78,115,74,152,103,252,169,Commodities
811,63,29,178,484,5,513,525,93,111,222,213,379,100,64,44,68,51,111,243,159,Commodities
812,0,1,8,11,0,10,1,12,3,0,0,1,2,8,1,1,6,0,0,2,Commodities
813,2,0,3,1,0,4,1,3,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
814,92,177,187,648,5,562,621,106,112,277,213,416,84,81,138,103,142,109,242,192,Commodities
815,5,1,9,16,0,16,8,7,3,7,0,2,3,2,3,0,2,1,0,0,Commodities
816,94,66,118,685,2,475,708,101,123,232,16,305,39,68,115,61,243,140,15,118,Commodities
817,53,103,149,325,1,297,239,67,62,77,165,144,81,40,38,78,51,44,145,71,Commodities
818,2,0,2,2,0,4,1,4,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
819,37,75,147,304,3,321,276,57,46,86,45,196,53,50,41,50,49,22,42,60,Commodities
820,0,1,7,5,0,9,1,6,3,0,0,0,1,4,1,1,3,0,0,1,Commodities
821,14,3,26,71,0,63,99,9,9,29,1,47,2,10,14,11,18,3,1,18,Commodities
822,2,0,8,11,0,4,1,17,11,1,0,12,4,15,3,0,11,0,0,5,Commodities
823,25,36,65,201,3,189,147,44,27,57,66,354,42,23,33,38,37,79,63,31,Commodities
824,0,1,14,21,0,19,1,25,3,1,0,0,6,23,1,1,14,0,0,6,Commodities
825,52,82,110,304,4,243,183,68,42,60,54,168,68,40,36,64,49,24,48,49,Commodities
826,58,76,108,286,4,267,196,64,42,69,52,121,58,26,35,56,49,34,51,43,Commodities
827,52,94,124,322,4,239,193,57,62,68,38,198,64,34,39,66,42,23,40,48,Commodities
828,46,85,110,272,4,228,158,46,32,57,39,118,62,28,30,64,38,23,38,38,Commodities
829,2,6,27,50,0,41,39,17,13,9,2,26,4,8,5,6,12,0,4,10,Commodities
830,27,17,115,172,4,219,203,45,40,73,80,175,37,48,11,35,12,94,78,85,Commodities
831,19,9,40,86,1,77,86,15,11,21,24,26,18,7,9,7,24,4,23,16,Commodities
832,2,0,2,1,0,4,1,5,3,0,0,0,1,5,0,0,4,0,0,2,Commodities
833,59,152,175,563,3,549,570,103,102,241,183,380,66,67,129,75,112,112,194,166,Commodities
834,4,1,27,50,0,69,53,14,8,13,0,27,4,2,7,4,7,2,0,4,Commodities
835,13,8,24,68,0,60,92,7,10,29,3,44,2,10,13,11,18,4,3,18,Commodities
836,67,157,174,553,3,520,552,99,99,224,194,363,83,70,109,75,137,121,224,164,Commodities
837,42,83,119,291,4,233,191,63,48,70,42,147,67,42,35,66,55,20,39,44,Commodities
838,34,57,98,199,3,201,158,37,32,45,37,219,37,30,38,46,35,21,37,36,Commodities
839,0,1,8,8,0,7,1,3,7,0,0,0,1,5,0,0,3,0,0,1,Commodities
840,69,166,186,563,5,528,561,103,105,235,209,373,88,72,123,77,141,111,241,170,Commodities
841,0,1,7,10,0,12,1,6,4,5,0,1,1,0,3,1,2,0,0,0,Commodities
842,43,54,123,232,3,216,205,44,40,45,44,141,44,36,35,39,47,29,40,44,Commodities
843,0,0,2,11,0,10,9,5,1,2,0,5,1,1,1,0,1,0,0,0,Commodities
844,13,2,4,5,0,7,9,5,2,0,0,0,0,0,0,0,2,0,0,0,Commodities
845,0,0,1,11,0,2,14,2,1,5,0,14,1,0,2,2,1,0,0,3,Commodities
846,0,1,1,3,0,10,2,3,2,0,0,0,0,1,0,0,2,0,0,0,Commodities
847,58,154,270,548,3,640,567,103,210,233,178,371,59,74,127,79,112,114,189,163,Commodities
848,46,63,123,247,3,226,191,47,28,54,53,143,40,36,35,46,54,2,50,42,Commodities
849,0,1,36,10,0,11,1,10,3,0,0,0,2,8,1,1,6,0,0,2,Commodities
850,52,77,131,327,4,298,256,70,52,79,48,181,67,43,41,75,48,31,45,50,Commodities
851,3,5,35,100,0,44,68,38,16,27,0,60,12,12,7,2,12,9,1,11,Commodities
852,2,1,10,17,0,19,11,5,3,2,0,2,2,0,0,5,3,1,0,2,Commodities
853,52,73,144,313,4,271,222,57,49,65,53,173,64,41,32,68,54,1,52,44,Commodities
854,63,108,199,416,1,343,308,94,66,148,150,260,98,65,64,90,63,46,138,101,Commodities
855,27,55,90,223,3,197,131,44,31,43,70,78,37,21,31,30,34,87,65,27,Commodities
856,52,82,172,367,2,339,391,79,70,104,127,292,65,52,56,64,78,60,121,165,Commodities
857,39,71,168,351,3,316,348,64,66,117,57,246,50,61,61,57,51,23,49,89,Commodities
858,61,80,220,503,2,450,543,69,83,194,223,318,57,83,89,64,138,74,248,175,Commodities
859,2,0,1,1,0,4,1,5,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
860,4,2,36,109,0,46,53,40,20,23,0,51,14,13,20,2,38,8,1,11,Commodities
861,54,109,188,380,1,285,300,69,54,103,93,220,82,55,59,83,86,44,100,81,Commodities
862,44,31,153,329,2,328,306,65,71,106,151,218,79,45,35,83,46,49,134,86,Commodities
863,15,31,112,342,0,266,395,45,60,116,1,220,20,43,49,34,71,45,2,73,Commodities
864,30,46,75,197,3,194,131,39,28,51,69,71,31,19,27,33,31,81,59,26,Commodities
865,98,218,206,700,2,638,754,126,117,276,207,429,90,97,170,132,164,156,232,222,Commodities
866,2,1,5,15,0,15,8,8,3,6,0,2,4,1,3,1,2,0,0,0,Commodities
867,0,0,1,2,0,8,1,5,1,0,0,0,0,0,0,0,2,0,0,0,Commodities
868,0,1,3,6,0,10,1,6,2,1,0,0,1,4,1,1,3,0,0,1,Commodities
869,59,148,165,438,2,295,307,83,67,110,134,303,99,56,67,92,55,45,107,84,Commodities
870,0,0,1,6,0,6,7,0,1,3,0,2,0,0,0,0,2,0,0,0,Commodities
871,44,18,136,457,3,493,487,82,162,194,75,336,58,59,56,55,60,93,86,110,Commodities
872,15,33,75,353,0,312,428,41,72,124,0,224,16,48,52,28,73,35,2,79,Commodities
873,0,0,5,3,0,9,3,5,1,0,0,0,0,0,0,0,2,0,0,0,Commodities
874,0,1,9,11,0,12,1,7,5,3,0,2,2,0,4,1,1,0,0,0,Commodities
875,5,7,42,122,0,47,69,35,16,23,4,63,11,11,16,3,23,6,1,12,Commodities
876,2,0,1,1,0,4,1,4,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
877,2,1,11,24,0,22,18,9,3,5,0,2,3,1,2,4,3,3,0,0,Commodities
878,42,93,204,387,1,373,471,78,79,138,83,308,76,67,78,74,68,42,88,127,Commodities
879,37,50,122,216,3,182,161,64,51,44,45,114,44,67,27,43,45,21,39,45,Commodities
880,2,0,0,1,0,5,1,4,3,1,0,0,2,5,0,0,5,0,0,1,Commodities
881,5,4,43,105,0,32,63,27,15,21,0,69,10,10,18,2,24,7,1,17,Commodities
882,10,6,17,49,0,48,80,8,9,23,0,47,1,10,10,12,9,6,0,16,Commodities
883,49,79,163,246,2,236,235,47,35,57,117,184,59,38,38,55,47,37,107,64,Commodities
884,52,92,112,291,4,232,158,50,39,56,51,148,59,36,36,61,47,25,51,39,Commodities
885,15,34,26,85,1,16,3,28,16,13,0,20,29,16,10,13,19,3,0,8,Commodities
886,4,1,15,35,0,30,60,6,8,22,1,38,4,3,11,7,10,0,1,15,Commodities
887,41,13,122,404,5,443,506,73,87,200,199,341,70,75,47,47,33,96,221,190,Commodities
888,207,16,81,322,0,86,297,46,45,91,0,140,22,27,57,44,128,24,0,39,Commodities
889,2,0,1,2,0,4,1,3,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
890,6,3,18,42,0,60,68,8,7,17,0,44,1,12,8,13,11,2,0,16,Commodities
891,53,100,158,405,2,319,331,101,70,127,138,253,81,66,70,90,64,39,130,104,Commodities
892,2,0,3,1,0,4,1,4,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
893,33,78,138,266,3,226,217,60,52,64,125,162,51,47,40,54,49,29,127,59,Commodities
894,39,124,365,502,1,406,424,93,95,142,152,281,55,62,66,104,69,47,152,120,Commodities
895,5,5,46,100,0,28,49,35,17,25,0,53,13,20,17,4,23,5,0,10,Commodities
896,76,164,175,549,3,531,551,87,91,219,194,369,81,72,111,76,145,114,227,165,Commodities
897,3,1,10,31,0,23,15,4,3,1,0,0,2,2,2,3,3,1,0,1,Commodities
898,12,31,19,72,1,12,2,27,6,13,0,15,23,9,8,6,17,3,0,10,Commodities
899,22,2,21,27,17,26,6,12,8,5,20,3,23,1,15,9,18,2,17,6,Arch Engineering
900,255,30,70,291,267,66,19,32,21,71,68,137,30,16,31,42,130,31,65,39,Arch Engineering
901,16,1,4,28,58,12,13,5,6,20,0,52,2,4,14,12,7,0,0,18,Arch Engineering
902,25,3,21,49,15,40,34,26,8,20,1,15,26,12,18,3,19,0,0,9,Arch Engineering
903,8,0,4,4,3,4,1,4,3,0,2,0,2,1,0,0,3,0,2,0,Arch Engineering
904,271,56,115,355,375,83,64,68,55,112,18,191,57,30,60,66,183,36,18,68,Arch Engineering
905,28,7,32,69,21,59,26,32,25,30,32,32,54,3,6,15,8,9,23,8,Arch Engineering
906,280,44,82,324,308,104,86,55,38,95,146,175,42,31,56,60,156,43,140,53,Arch Engineering
907,61,12,44,63,14,97,43,24,45,49,1,19,27,8,63,24,97,45,1,71,Arch Engineering
908,84,88,126,593,48,595,731,66,95,258,192,462,62,214,143,74,322,135,220,260,Arch Engineering
909,271,34,56,311,334,75,51,40,37,93,78,193,11,84,47,52,167,30,72,37,Arch Engineering
910,0,1,3,2,0,7,1,5,1,2,0,2,0,0,1,0,2,0,0,0,Arch Engineering
911,110,75,128,553,93,459,668,81,94,241,225,380,83,258,110,53,277,105,265,176,Arch Engineering
912,30,43,13,117,11,36,27,24,25,25,2,31,41,3,12,47,13,7,2,2,Arch Engineering
913,343,101,86,466,452,144,99,68,72,165,152,282,67,183,63,103,220,92,144,82,Arch Engineering
914,94,92,139,565,186,513,610,80,138,224,238,335,70,67,111,70,351,92,261,197,Arch Engineering
915,13,3,21,21,16,17,13,14,17,6,32,1,23,0,0,2,10,0,36,6,Arch Engineering
916,12,0,1,2,55,4,2,5,6,12,0,40,2,6,0,0,2,25,0,14,Arch Engineering
917,74,68,95,227,25,94,47,64,49,63,70,71,86,12,25,81,58,17,62,21,Arch Engineering
918,0,1,3,5,0,6,1,2,3,1,0,0,0,2,1,0,4,0,0,0,Arch Engineering
919,314,44,79,352,403,81,34,48,43,107,3,202,43,33,38,58,107,41,3,74,Arch Engineering
920,282,42,138,410,336,125,106,69,71,117,1,229,58,59,59,58,166,37,1,65,Arch Engineering
921,16,4,14,36,5,18,14,8,8,10,0,4,5,6,4,10,15,2,0,0,Arch Engineering
922,286,44,63,378,308,84,63,48,32,97,28,179,32,68,44,67,150,25,25,23,Arch Engineering
923,177,83,136,580,51,670,720,62,82,257,168,408,40,285,130,75,444,132,191,255,Arch Engineering
924,18,2,12,35,5,9,24,5,10,12,0,8,4,5,2,8,12,0,0,0,Arch Engineering
925,271,50,90,345,322,80,57,53,38,103,173,234,43,31,52,43,147,36,158,81,Arch Engineering
926,288,49,61,367,316,87,71,46,32,103,31,183,27,67,44,66,146,21,30,21,Arch Engineering
927,12,0,5,4,10,6,1,3,5,1,3,2,4,4,0,1,10,0,6,0,Arch Engineering
928,184,88,145,596,64,695,730,66,88,261,172,419,81,311,133,75,506,132,199,258,Arch Engineering
929,4,2,2,5,5,1,1,2,3,0,0,0,0,0,0,0,3,0,0,0,Arch Engineering
930,13,4,12,31,5,49,49,15,15,21,3,13,8,7,23,11,39,8,7,24,Arch Engineering
931,21,11,15,34,8,40,14,14,7,17,0,12,7,6,13,26,15,5,0,2,Arch Engineering
932,7,0,1,1,2,3,1,4,4,0,0,0,1,1,0,0,3,0,0,0,Arch Engineering
933,120,91,135,585,68,617,715,66,101,262,194,429,75,236,139,87,341,133,226,265,Arch Engineering
934,357,35,98,385,469,78,56,52,63,128,112,305,17,122,87,53,259,40,105,72,Arch Engineering
935,283,45,106,390,385,127,99,59,59,104,4,194,48,26,63,69,192,33,3,57,Arch Engineering
936,41,23,86,115,40,125,63,77,49,55,7,19,65,3,79,13,96,22,3,50,Arch Engineering
937,16,4,12,33,3,15,16,5,7,8,0,3,3,3,4,8,9,1,0,0,Arch Engineering
938,267,47,86,330,321,70,54,45,38,95,147,220,27,29,49,44,151,36,140,67,Arch Engineering
939,238,26,61,305,326,74,51,40,30,79,35,156,14,68,43,53,154,17,34,36,Arch Engineering
940,7,3,8,19,6,2,2,5,13,4,4,3,2,0,1,3,6,0,6,1,Arch Engineering
941,233,32,58,305,319,80,53,42,27,84,39,162,16,68,43,55,155,19,39,36,Arch Engineering
942,272,33,66,326,353,86,64,42,45,100,123,227,8,130,59,53,184,42,123,52,Arch Engineering
943,0,1,3,5,0,7,1,2,3,0,0,0,0,0,1,0,3,0,0,0,Arch Engineering
944,63,20,44,75,49,57,45,48,15,25,48,43,51,6,42,7,70,4,49,31,Arch Engineering
945,0,1,4,6,0,7,1,6,2,0,0,0,1,3,1,1,4,0,0,1,Arch Engineering
946,16,1,13,12,4,6,1,8,11,3,0,6,3,0,14,3,11,1,0,6,Arch Engineering
947,13,2,9,16,8,18,2,6,7,7,0,4,3,0,5,6,8,0,0,2,Arch Engineering
948,321,78,102,390,414,110,78,61,62,139,133,238,41,147,52,76,196,68,130,83,Arch Engineering
949,259,468,850,631,312,171,46,27,217,66,2,129,6,16,37,55,395,15,2,68,Arch Engineering
950,294,63,103,409,314,129,95,60,54,111,169,262,56,45,57,75,170,50,177,72,Arch Engineering
951,8,2,8,11,8,8,4,6,2,2,3,2,8,0,0,2,5,0,4,0,Arch Engineering
952,33,80,47,167,12,45,15,31,8,25,15,48,55,5,14,31,20,4,8,8,Arch Engineering
953,13,10,32,53,11,32,10,17,16,13,30,7,27,7,3,3,19,1,30,10,Arch Engineering
954,28,1,9,23,35,5,4,7,5,7,3,20,0,6,5,3,19,4,3,0,Arch Engineering
955,0,1,6,4,0,7,1,5,2,0,0,0,1,3,1,1,4,0,0,1,Arch Engineering
956,20,1,16,20,18,32,24,30,34,18,0,6,22,4,15,18,46,9,0,1,Arch Engineering
957,13,2,15,28,3,14,17,8,8,15,0,6,4,5,4,6,12,0,0,0,Arch Engineering
958,278,54,69,397,389,104,94,52,44,123,114,220,36,109,62,78,154,54,107,81,Arch Engineering
959,69,134,164,313,55,227,142,127,88,126,1,94,223,15,112,122,183,45,1,122,Arch Engineering
960,7,0,2,2,3,3,1,3,4,0,0,0,2,1,0,0,4,0,0,0,Arch Engineering
961,324,99,82,458,411,123,69,68,61,131,5,226,59,24,54,104,166,50,3,63,Arch Engineering
962,119,76,122,545,94,459,669,79,93,235,226,379,80,259,113,56,281,104,267,178,Arch Engineering
963,273,58,96,392,316,165,85,65,63,118,145,176,58,22,52,89,160,58,144,52,Arch Engineering
964,298,112,147,484,353,165,82,63,84,122,212,221,66,23,83,64,231,72,189,126,Arch Engineering
965,37,3,29,52,26,21,2,14,11,15,0,20,12,5,8,5,18,4,0,1,Arch Engineering
966,21,2,28,44,5,26,3,13,10,7,0,2,8,8,4,1,15,4,0,1,Arch Engineering
967,0,0,3,3,0,6,1,5,1,2,0,1,0,0,1,1,3,0,0,0,Arch Engineering
968,18,1,19,33,16,23,7,13,7,3,0,2,21,2,6,2,16,2,0,2,Arch Engineering
969,11,1,6,8,3,5,1,3,4,0,0,2,2,1,0,0,3,0,0,0,Arch Engineering
970,292,26,75,335,327,86,64,42,56,101,144,196,37,95,78,52,188,58,143,58,Arch Engineering
971,8,2,3,7,1,3,1,5,3,0,0,0,2,1,0,0,3,0,0,0,Arch Engineering
